Make,Model,Year,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Market Category,Vehicle Size,Vehicle Style,highway MPG,city mpg,Popularity,MSRP
Hyundai,Elantra Touring,2011,regular unleaded,138,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,30,23,1439," 17,195,000 "
Hyundai,Elantra Touring,2011,regular unleaded,138,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,30,23,1439," 20,295,000 "
Hyundai,Elantra Touring,2012,regular unleaded,138,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,30,23,1439," 17,195,000 "
Hyundai,Elantra Touring,2012,regular unleaded,138,4,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,31,23,1439," 15,995,000 "
Hyundai,Elantra Touring,2012,regular unleaded,138,4,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,31,23,1439," 19,495,000 "
Hyundai,Elantra Touring,2012,regular unleaded,138,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,30,23,1439," 20,295,000 "
Hyundai,Elantra,2015,regular unleaded,173,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Sedan,35,24,1439," 22,600,000 "
Hyundai,Elantra,2015,regular unleaded,145,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Sedan,37,27,1439," 21,700,000 "
Hyundai,Elantra,2015,regular unleaded,145,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Sedan,38,28,1439," 18,250,000 "
Hyundai,Elantra,2015,regular unleaded,145,4,MANUAL,front wheel drive,4,N/A,Compact,Sedan,37,27,1439," 17,250,000 "
Hyundai,Elantra,2015,regular unleaded,166,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Sedan,35,24,1439," 22,600,000 "
Hyundai,Elantra,2015,regular unleaded,173,4,MANUAL,front wheel drive,4,N/A,Compact,Sedan,34,24,1439," 21,600,000 "
Hyundai,Elantra,2015,regular unleaded,145,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Sedan,37,27,1439," 21,700,000 "
Hyundai,Elantra,2016,regular unleaded,173,4,AUTOMATIC,front wheel drive,4,Performance,Compact,Sedan,35,24,1439," 21,250,000 "
Hyundai,Elantra,2016,regular unleaded,145,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Sedan,38,28,1439," 18,250,000 "
Hyundai,Elantra,2016,regular unleaded,166,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Sedan,35,24,1439," 21,250,000 "
Hyundai,Elantra,2016,regular unleaded,145,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Sedan,37,27,1439," 21,700,000 "
Hyundai,Elantra,2016,regular unleaded,173,4,MANUAL,front wheel drive,4,Performance,Compact,Sedan,34,24,1439," 20,250,000 "
Hyundai,Elantra,2016,regular unleaded,145,4,MANUAL,front wheel drive,4,N/A,Compact,Sedan,37,27,1439," 17,250,000 "
Hyundai,Elantra,2016,regular unleaded,145,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Sedan,37,27,1439," 21,700,000 "
Hyundai,Elantra,2016,regular unleaded,145,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Sedan,38,28,1439," 19,700,000 "
Hyundai,Elantra,2017,regular unleaded,147,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Sedan,38,29,1439," 18,150,000 "
Hyundai,Elantra,2017,regular unleaded,147,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Sedan,37,28,1439," 22,350,000 "
Hyundai,Elantra,2017,regular unleaded,147,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Sedan,38,29,1439," 18,150,000 "
Hyundai,Elantra,2017,regular unleaded,128,4,AUTOMATED_MANUAL,front wheel drive,4,N/A,Compact,Sedan,40,32,1439," 20,650,000 "
Hyundai,Elantra,2017,regular unleaded,147,4,MANUAL,front wheel drive,4,N/A,Compact,Sedan,36,26,1439," 17,150,000 "
Hyundai,Elantra,2017,regular unleaded,147,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Sedan,37,28,1439," 22,350,000 "
Hyundai,Elantra,2017,regular unleaded,201,4,AUTOMATED_MANUAL,front wheel drive,4,N/A,Compact,Sedan,33,26,1439," 22,750,000 "
Hyundai,Elantra,2017,regular unleaded,201,4,MANUAL,front wheel drive,4,N/A,Compact,Sedan,30,22,1439," 21,650,000 "
Hyundai,Elantra,2017,regular unleaded,147,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Sedan,38,29,1439," 20,250,000 "
Cadillac,Eldorado,2000,regular unleaded,275,8,AUTOMATIC,front wheel drive,2,Luxury,Large,Coupe,25,15,1624," 2,905,000 "
Cadillac,Eldorado,2000,regular unleaded,300,8,AUTOMATIC,front wheel drive,2,Luxury,Large,Coupe,25,15,1624," 3,257,000 "
Cadillac,Eldorado,2001,regular unleaded,300,8,AUTOMATIC,front wheel drive,2,Luxury,Large,Coupe,25,15,1624," 44,011,000 "
Cadillac,Eldorado,2001,regular unleaded,275,8,AUTOMATIC,front wheel drive,2,Luxury,Large,Coupe,25,15,1624," 40,436,000 "
Cadillac,Eldorado,2002,regular unleaded,300,8,AUTOMATIC,front wheel drive,2,Luxury,Large,Coupe,25,16,1624," 47,660,000 "
Cadillac,Eldorado,2002,regular unleaded,300,8,AUTOMATIC,front wheel drive,2,Luxury,Large,Coupe,25,16,1624," 45,265,000 "
Cadillac,Eldorado,2002,regular unleaded,275,8,AUTOMATIC,front wheel drive,2,Luxury,Large,Coupe,25,16,1624," 42,130,000 "
Buick,Electra,1990,regular unleaded,165,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,25,16,155," 2,000,000 "
Buick,Electra,1990,regular unleaded,165,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,25,16,155," 2,000,000 "
Buick,Electra,1990,regular unleaded,165,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,25,16,155," 2,000,000 "
Buick,Electra,1990,regular unleaded,165,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,25,16,155," 2,000,000 "
Honda,Element,2009,regular unleaded,166,4,MANUAL,all wheel drive,4,Crossover,Compact,4dr SUV,23,18,2202," 22,785,000 "
Honda,Element,2009,regular unleaded,166,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr SUV,25,20,2202," 25,770,000 "
Honda,Element,2009,regular unleaded,166,4,MANUAL,front wheel drive,4,Crossover,Compact,4dr SUV,23,18,2202," 23,270,000 "
Honda,Element,2009,regular unleaded,166,4,AUTOMATIC,all wheel drive,4,Crossover,Compact,4dr SUV,24,19,2202," 23,585,000 "
Honda,Element,2009,regular unleaded,166,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr SUV,25,20,2202," 20,275,000 "
Honda,Element,2009,regular unleaded,166,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr SUV,25,20,2202," 24,085,000 "
Honda,Element,2009,regular unleaded,166,4,AUTOMATIC,all wheel drive,4,Crossover,Compact,4dr SUV,24,19,2202," 25,285,000 "
Honda,Element,2009,regular unleaded,166,4,AUTOMATIC,all wheel drive,4,Crossover,Compact,4dr SUV,24,19,2202," 21,475,000 "
Honda,Element,2009,regular unleaded,166,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr SUV,25,20,2202," 24,070,000 "
Honda,Element,2009,regular unleaded,166,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr SUV,25,20,2202," 22,385,000 "
Honda,Element,2010,regular unleaded,166,4,AUTOMATIC,all wheel drive,4,Crossover,Compact,4dr SUV,24,19,2202," 23,885,000 "
Honda,Element,2010,regular unleaded,166,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr SUV,25,20,2202," 22,635,000 "
Honda,Element,2010,regular unleaded,166,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr SUV,25,20,2202," 24,335,000 "
Honda,Element,2010,regular unleaded,166,4,AUTOMATIC,all wheel drive,4,Crossover,Compact,4dr SUV,24,19,2202," 25,585,000 "
Honda,Element,2010,regular unleaded,166,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr SUV,25,20,2202," 20,525,000 "
Honda,Element,2010,regular unleaded,166,4,AUTOMATIC,all wheel drive,4,Crossover,Compact,4dr SUV,24,19,2202," 21,775,000 "
Honda,Element,2010,regular unleaded,166,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr SUV,25,20,2202," 24,320,000 "
Honda,Element,2011,regular unleaded,166,4,AUTOMATIC,all wheel drive,4,Crossover,Compact,4dr SUV,24,19,2202," 24,185,000 "
Honda,Element,2011,regular unleaded,166,4,AUTOMATIC,all wheel drive,4,Crossover,Compact,4dr SUV,24,19,2202," 22,075,000 "
Honda,Element,2011,regular unleaded,166,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr SUV,25,20,2202," 20,825,000 "
Honda,Element,2011,regular unleaded,166,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr SUV,25,20,2202," 22,935,000 "
Lotus,Elise,2009,premium unleaded (required),189,4,MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Convertible,27,21,613," 43,995,000 "
Lotus,Elise,2009,premium unleaded (required),218,4,MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Convertible,26,20,613," 54,990,000 "
Lotus,Elise,2009,premium unleaded (required),189,4,MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Convertible,27,21,613," 47,250,000 "
Lotus,Elise,2010,premium unleaded (required),189,4,MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Convertible,27,21,613," 47,250,000 "
Lotus,Elise,2010,premium unleaded (required),218,4,MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Convertible,26,20,613," 54,990,000 "
Lotus,Elise,2011,premium unleaded (required),189,4,MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Convertible,27,21,613," 51,845,000 "
Lotus,Elise,2011,premium unleaded (required),217,4,MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Convertible,26,20,613," 54,990,000 "
Lotus,Elise,2011,premium unleaded (required),217,4,MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Convertible,26,20,613," 57,950,000 "
Buick,Enclave,2015,regular unleaded,288,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,22,16,155," 49,305,000 "
Buick,Enclave,2015,regular unleaded,288,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,24,17,155," 39,050,000 "
Buick,Enclave,2015,regular unleaded,288,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,24,17,155," 43,450,000 "
Buick,Enclave,2015,regular unleaded,288,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,22,16,155," 45,450,000 "
Buick,Enclave,2015,regular unleaded,288,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,24,17,155," 47,305,000 "
Buick,Enclave,2016,regular unleaded,288,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,22,15,155," 43,660,000 "
Buick,Enclave,2016,regular unleaded,288,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,22,15,155," 49,515,000 "
Buick,Enclave,2016,regular unleaded,288,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,22,15,155," 39,065,000 "
Buick,Enclave,2016,regular unleaded,288,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,22,15,155," 47,515,000 "
Buick,Enclave,2016,regular unleaded,288,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,22,15,155," 45,660,000 "
Buick,Enclave,2017,regular unleaded,288,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,22,15,155," 39,065,000 "
Buick,Enclave,2017,regular unleaded,288,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,22,15,155," 45,765,000 "
Buick,Enclave,2017,regular unleaded,288,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,22,15,155," 47,625,000 "
Buick,Enclave,2017,regular unleaded,288,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,22,15,155," 43,765,000 "
Buick,Enclave,2017,regular unleaded,288,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,22,15,155," 49,625,000 "
Buick,Encore,2015,regular unleaded,138,4,AUTOMATIC,all wheel drive,4,Crossover,Compact,4dr SUV,30,23,155," 29,450,000 "
Buick,Encore,2015,regular unleaded,138,4,AUTOMATIC,all wheel drive,4,Crossover,Compact,4dr SUV,30,23,155," 27,655,000 "
Buick,Encore,2015,regular unleaded,138,4,AUTOMATIC,all wheel drive,4,Crossover,Compact,4dr SUV,30,23,155," 25,565,000 "
Buick,Encore,2015,regular unleaded,138,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr SUV,33,25,155," 29,435,000 "
Buick,Encore,2015,regular unleaded,138,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr SUV,33,25,155," 27,950,000 "
Buick,Encore,2015,regular unleaded,138,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr SUV,33,25,155," 24,065,000 "
Buick,Encore,2015,regular unleaded,138,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr SUV,33,25,155," 26,155,000 "
Buick,Encore,2015,regular unleaded,138,4,AUTOMATIC,all wheel drive,4,Crossover,Compact,4dr SUV,30,23,155," 30,935,000 "
Buick,Encore,2016,regular unleaded,138,4,AUTOMATIC,all wheel drive,4,Crossover,Compact,4dr SUV,30,23,155," 31,285,000 "
Buick,Encore,2016,regular unleaded,138,4,AUTOMATIC,all wheel drive,4,Crossover,Compact,4dr SUV,30,23,155," 25,565,000 "
Buick,Encore,2016,regular unleaded,138,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr SUV,33,25,155," 28,300,000 "
Buick,Encore,2016,regular unleaded,138,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr SUV,33,25,155," 29,785,000 "
Buick,Encore,2016,regular unleaded,153,4,AUTOMATIC,all wheel drive,4,Crossover,Compact,4dr SUV,32,26,155," 28,850,000 "
Buick,Encore,2016,regular unleaded,138,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr SUV,33,25,155," 24,065,000 "
Buick,Encore,2016,regular unleaded,153,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr SUV,34,28,155," 27,350,000 "
Buick,Encore,2016,regular unleaded,138,4,AUTOMATIC,all wheel drive,4,Crossover,Compact,4dr SUV,30,23,155," 29,800,000 "
Buick,Encore,2016,regular unleaded,138,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr SUV,33,25,155," 26,355,000 "
Buick,Encore,2016,regular unleaded,138,4,AUTOMATIC,all wheel drive,4,Crossover,Compact,4dr SUV,30,23,155," 27,855,000 "
Buick,Encore,2017,regular unleaded,138,4,AUTOMATIC,all wheel drive,4,Crossover,Compact,4dr SUV,30,24,155," 31,965,000 "
Buick,Encore,2017,regular unleaded,138,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr SUV,33,25,155," 26,865,000 "
Buick,Encore,2017,regular unleaded,138,4,AUTOMATIC,all wheel drive,4,Crossover,Compact,4dr SUV,30,24,155," 30,565,000 "
Buick,Encore,2017,regular unleaded,138,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr SUV,34,28,155," 25,565,000 "
Buick,Encore,2017,regular unleaded,138,4,AUTOMATIC,all wheel drive,4,Crossover,Compact,4dr SUV,31,26,155," 27,065,000 "
Buick,Encore,2017,regular unleaded,138,4,AUTOMATIC,all wheel drive,4,Crossover,Compact,4dr SUV,30,24,155," 28,365,000 "
Buick,Encore,2017,regular unleaded,138,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr SUV,33,25,155," 30,465,000 "
Buick,Encore,2017,regular unleaded,138,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr SUV,33,25,155," 24,365,000 "
Buick,Encore,2017,regular unleaded,138,4,AUTOMATIC,all wheel drive,4,Crossover,Compact,4dr SUV,30,24,155," 25,865,000 "
Buick,Encore,2017,regular unleaded,138,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr SUV,33,25,155," 29,065,000 "
Mitsubishi,Endeavor,2008,premium unleaded (required),225,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,19,15,436," 29,099,000 "
Mitsubishi,Endeavor,2008,premium unleaded (required),225,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,19,15,436," 29,099,000 "
Mitsubishi,Endeavor,2008,premium unleaded (required),225,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,22,15,436," 27,599,000 "
Mitsubishi,Endeavor,2008,premium unleaded (required),225,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,22,15,436," 27,599,000 "
Mitsubishi,Endeavor,2010,premium unleaded (recommended),225,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,21,15,436," 29,999,000 "
Mitsubishi,Endeavor,2010,premium unleaded (recommended),225,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,19,15,436," 31,499,000 "
Mitsubishi,Endeavor,2010,premium unleaded (recommended),225,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,21,15,436," 27,999,000 "
Mitsubishi,Endeavor,2011,premium unleaded (recommended),225,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,21,15,436," 28,299,000 "
Mitsubishi,Endeavor,2011,premium unleaded (recommended),225,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,21,15,436," 32,099,000 "
Mitsubishi,Endeavor,2011,premium unleaded (recommended),225,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,19,15,436," 33,599,000 "
Hyundai,Entourage,2007,regular unleaded,242,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Passenger Minivan,23,16,1439," 26,395,000 "
Hyundai,Entourage,2007,regular unleaded,242,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Passenger Minivan,23,16,1439," 28,895,000 "
Hyundai,Entourage,2007,regular unleaded,242,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Passenger Minivan,23,16,1439," 23,895,000 "
Hyundai,Entourage,2008,regular unleaded,250,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Passenger Minivan,23,16,1439," 29,895,000 "
Hyundai,Entourage,2008,regular unleaded,250,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Passenger Minivan,23,16,1439," 23,995,000 "
Buick,Envision,2016,premium unleaded (recommended),252,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,26,20,155," 42,070,000 "
Buick,Envision,2016,premium unleaded (recommended),252,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,26,20,155," 44,710,000 "
Buick,Envision,2017,flex-fuel (unleaded/E85),197,4,AUTOMATIC,all wheel drive,4,"Crossover,Flex Fuel",Midsize,4dr SUV,28,21,155," 39,570,000 "
Buick,Envision,2017,premium unleaded (recommended),252,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,26,20,155," 44,960,000 "
Buick,Envision,2017,flex-fuel (unleaded/E85),197,4,AUTOMATIC,front wheel drive,4,"Crossover,Flex Fuel",Midsize,4dr SUV,29,22,155," 35,870,000 "
Buick,Envision,2017,premium unleaded (recommended),252,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,26,20,155," 42,320,000 "
Buick,Envision,2017,flex-fuel (unleaded/E85),197,4,AUTOMATIC,all wheel drive,4,"Crossover,Flex Fuel",Midsize,4dr SUV,28,21,155," 37,720,000 "
Buick,Envision,2017,flex-fuel (unleaded/E85),197,4,AUTOMATIC,front wheel drive,4,"Crossover,Flex Fuel",Midsize,4dr SUV,29,22,155," 37,720,000 "
GMC,Envoy XL,2004,regular unleaded,275,6,AUTOMATIC,four wheel drive,4,N/A,Large,4dr SUV,18,13,549," 33,570,000 "
GMC,Envoy XL,2004,regular unleaded,275,6,AUTOMATIC,four wheel drive,4,N/A,Large,4dr SUV,18,13,549," 38,120,000 "
GMC,Envoy XL,2004,regular unleaded,275,6,AUTOMATIC,rear wheel drive,4,N/A,Large,4dr SUV,18,13,549," 31,320,000 "
GMC,Envoy XL,2004,regular unleaded,275,6,AUTOMATIC,rear wheel drive,4,N/A,Large,4dr SUV,18,13,549," 35,870,000 "
GMC,Envoy XL,2005,regular unleaded,275,6,AUTOMATIC,rear wheel drive,4,N/A,Large,4dr SUV,18,13,549," 33,810,000 "
GMC,Envoy XL,2005,regular unleaded,275,6,AUTOMATIC,four wheel drive,4,N/A,Large,4dr SUV,17,12,549," 36,060,000 "
GMC,Envoy XL,2005,regular unleaded,300,8,AUTOMATIC,rear wheel drive,4,N/A,Large,4dr SUV,19,13,549," 38,160,000 "
GMC,Envoy XL,2005,regular unleaded,275,6,AUTOMATIC,four wheel drive,4,N/A,Large,4dr SUV,17,12,549," 31,945,000 "
GMC,Envoy XL,2005,regular unleaded,300,8,AUTOMATIC,four wheel drive,4,N/A,Large,4dr SUV,18,13,549," 40,235,000 "
GMC,Envoy XL,2005,regular unleaded,275,6,AUTOMATIC,rear wheel drive,4,N/A,Large,4dr SUV,18,13,549," 29,695,000 "
GMC,Envoy XL,2006,regular unleaded,291,6,AUTOMATIC,four wheel drive,4,N/A,Large,4dr SUV,18,13,549," 33,160,000 "
GMC,Envoy XL,2006,regular unleaded,300,8,AUTOMATIC,four wheel drive,4,N/A,Large,4dr SUV,18,13,549," 37,600,000 "
GMC,Envoy XL,2006,regular unleaded,291,6,AUTOMATIC,four wheel drive,4,N/A,Large,4dr SUV,18,13,549," 29,630,000 "
GMC,Envoy XL,2006,regular unleaded,291,6,AUTOMATIC,rear wheel drive,4,N/A,Large,4dr SUV,19,14,549," 30,910,000 "
GMC,Envoy XL,2006,regular unleaded,300,8,AUTOMATIC,rear wheel drive,4,N/A,Large,4dr SUV,19,14,549," 35,350,000 "
GMC,Envoy XL,2006,regular unleaded,291,6,AUTOMATIC,rear wheel drive,4,N/A,Large,4dr SUV,19,14,549," 27,380,000 "
GMC,Envoy XUV,2005,regular unleaded,275,6,AUTOMATIC,four wheel drive,4,N/A,Large,4dr SUV,17,12,549," 36,115,000 "
GMC,Envoy XUV,2005,regular unleaded,275,6,AUTOMATIC,rear wheel drive,4,N/A,Large,4dr SUV,18,13,549," 29,780,000 "
GMC,Envoy XUV,2005,regular unleaded,275,6,AUTOMATIC,rear wheel drive,4,N/A,Large,4dr SUV,18,13,549," 33,865,000 "
GMC,Envoy XUV,2005,regular unleaded,275,6,AUTOMATIC,four wheel drive,4,N/A,Large,4dr SUV,17,12,549," 32,030,000 "
GMC,Envoy,2007,regular unleaded,291,6,AUTOMATIC,four wheel drive,4,N/A,Midsize,4dr SUV,20,14,549," 32,960,000 "
GMC,Envoy,2007,regular unleaded,291,6,AUTOMATIC,rear wheel drive,4,N/A,Midsize,4dr SUV,20,14,549," 26,760,000 "
GMC,Envoy,2007,regular unleaded,291,6,AUTOMATIC,rear wheel drive,4,N/A,Midsize,4dr SUV,20,14,549," 30,770,000 "
GMC,Envoy,2007,regular unleaded,302,8,AUTOMATIC,rear wheel drive,4,N/A,Midsize,4dr SUV,20,14,549," 34,990,000 "
GMC,Envoy,2007,regular unleaded,291,6,AUTOMATIC,four wheel drive,4,N/A,Midsize,4dr SUV,20,14,549," 28,950,000 "
GMC,Envoy,2007,regular unleaded,302,8,AUTOMATIC,four wheel drive,4,N/A,Midsize,4dr SUV,19,13,549," 37,190,000 "
GMC,Envoy,2008,regular unleaded,285,6,AUTOMATIC,four wheel drive,4,N/A,Midsize,4dr SUV,20,14,549," 34,020,000 "
GMC,Envoy,2008,regular unleaded,285,6,AUTOMATIC,rear wheel drive,4,N/A,Midsize,4dr SUV,20,14,549," 27,980,000 "
GMC,Envoy,2008,regular unleaded,300,8,AUTOMATIC,four wheel drive,4,N/A,Midsize,4dr SUV,19,13,549," 37,105,000 "
GMC,Envoy,2008,regular unleaded,300,8,AUTOMATIC,rear wheel drive,4,N/A,Midsize,4dr SUV,20,14,549," 34,970,000 "
GMC,Envoy,2008,regular unleaded,285,6,AUTOMATIC,four wheel drive,4,N/A,Midsize,4dr SUV,20,14,549," 30,115,000 "
GMC,Envoy,2008,regular unleaded,285,6,AUTOMATIC,rear wheel drive,4,N/A,Midsize,4dr SUV,20,14,549," 31,885,000 "
GMC,Envoy,2009,regular unleaded,285,6,AUTOMATIC,four wheel drive,4,N/A,Midsize,4dr SUV,20,14,549," 35,615,000 "
GMC,Envoy,2009,regular unleaded,300,8,AUTOMATIC,rear wheel drive,4,N/A,Midsize,4dr SUV,21,15,549," 36,535,000 "
GMC,Envoy,2009,regular unleaded,285,6,AUTOMATIC,rear wheel drive,4,N/A,Midsize,4dr SUV,20,14,549," 30,625,000 "
GMC,Envoy,2009,regular unleaded,285,6,AUTOMATIC,four wheel drive,4,N/A,Midsize,4dr SUV,20,14,549," 32,760,000 "
GMC,Envoy,2009,regular unleaded,300,8,AUTOMATIC,four wheel drive,4,N/A,Midsize,4dr SUV,20,14,549," 38,670,000 "
GMC,Envoy,2009,regular unleaded,285,6,AUTOMATIC,rear wheel drive,4,N/A,Midsize,4dr SUV,20,14,549," 33,480,000 "
Ferrari,Enzo,2003,premium unleaded (required),660,12,AUTOMATED_MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Coupe,12,7,2774," 643,330,000 "
Volkswagen,Eos,2014,premium unleaded (recommended),200,4,AUTOMATED_MANUAL,front wheel drive,2,N/A,Compact,Convertible,30,22,873," 38,325,000 "
Volkswagen,Eos,2014,premium unleaded (recommended),200,4,AUTOMATED_MANUAL,front wheel drive,2,N/A,Compact,Convertible,30,22,873," 42,095,000 "
Volkswagen,Eos,2014,premium unleaded (recommended),200,4,AUTOMATED_MANUAL,front wheel drive,2,N/A,Compact,Convertible,30,22,873," 35,595,000 "
Volkswagen,Eos,2015,premium unleaded (recommended),200,4,AUTOMATED_MANUAL,front wheel drive,2,N/A,Compact,Convertible,30,22,873," 39,545,000 "
Volkswagen,Eos,2015,premium unleaded (recommended),200,4,AUTOMATED_MANUAL,front wheel drive,2,N/A,Compact,Convertible,30,22,873," 42,745,000 "
Volkswagen,Eos,2015,premium unleaded (recommended),200,4,AUTOMATED_MANUAL,front wheel drive,2,N/A,Compact,Convertible,30,22,873," 36,145,000 "
Volkswagen,Eos,2016,premium unleaded (recommended),200,4,AUTOMATED_MANUAL,front wheel drive,2,N/A,Compact,Convertible,30,22,873," 31,995,000 "
Suzuki,Equator,2010,regular unleaded,152,4,AUTOMATIC,rear wheel drive,4,N/A,Compact,Extended Cab Pickup,22,17,481," 22,075,000 "
Suzuki,Equator,2010,regular unleaded,261,6,AUTOMATIC,four wheel drive,4,N/A,Compact,Extended Cab Pickup,19,15,481," 25,645,000 "
Suzuki,Equator,2010,regular unleaded,261,6,AUTOMATIC,rear wheel drive,4,N/A,Compact,Crew Cab Pickup,20,15,481," 24,775,000 "
Suzuki,Equator,2010,regular unleaded,261,6,AUTOMATIC,four wheel drive,4,N/A,Compact,Crew Cab Pickup,19,15,481," 28,850,000 "
Suzuki,Equator,2010,regular unleaded,261,6,AUTOMATIC,four wheel drive,4,N/A,Compact,Crew Cab Pickup,19,15,481," 30,900,000 "
Suzuki,Equator,2010,regular unleaded,152,4,MANUAL,rear wheel drive,4,N/A,Compact,Extended Cab Pickup,23,19,481," 17,520,000 "
